회차,당첨번호,,,,,,,,,,,,,,,,,,,
year,회차,일자,1등 당첨자수,1등 당첨액,2등 당첨자수,2등 당첨액,3등 당첨자수,3등 당첨액,4등 당첨자수,4등 당첨액,5등 당첨자수,5등 당첨액,당첨번호#1,당첨번호#2,당첨번호#3,당첨번호#4,당첨번호#5,당첨번호#6,당첨번호#7
2019,844,2019.2.2,18,"1,162,963,542",73,"47,793,023","2,406","1,450,080","120,078","50,000","1,997,556","5,000",7,8,13,15,33,45,18
2019,843,2019.1.26,5,"4,012,970,100",52,"64,310,419","2,002","1,670,401","105,717","50,000","1,777,953","5,000",19,21,30,33,34,42,4
2019,842,2019.1.19,10,"2,035,475,025",42,"80,772,819","2,039","1,663,786","103,190","50,000","1,735,911","5,000",14,26,32,36,39,42,38
2019,841,2019.1.12,17,"1,116,095,714",88,"35,934,900","2,490","1,269,989","119,648","50,000","1,901,965","5,000",5,11,14,30,33,38,24
2019,840,2019.1.5,10,"2,042,961,788",51,"66,763,458","2,275","1,496,676","110,586","50,000","1,852,019","5,000",2,4,11,28,29,43,27
2018,839,2018.12.29,13,"1,359,454,904",48,"61,364,284","2,664","1,105,663","126,227","50,000","1,946,924","5,000",3,9,11,12,13,19,35
2018,838,2018.12.22,5,"3,813,733,050",68,"46,736,925","2,220","1,431,582","107,897","50,000","1,777,501","5,000",9,14,17,33,36,38,20
2018,837,2018.12.15,6,"3,144,449,125",47,"66,903,173","2,012","1,562,848","97,334","50,000","1,656,959","5,000",2,25,28,30,33,45,6
2018,836,2018.12.8,14,"1,257,843,670",62,"47,338,203","2,230","1,316,130","103,846","50,000","1,719,260","5,000",1,9,11,14,26,28,19
2018,835,2018.12.1,15,"1,233,681,125",58,"53,175,911","2,306","1,337,469","106,763","50,000","1,767,089","5,000",9,10,13,28,38,45,35
2018,834,2018.11.24,11,"1,690,693,671",47,"65,949,044","1,967","1,575,804","99,132","50,000","1,643,491","5,000",6,8,18,35,42,43,3
2018,833,2018.11.17,8,"2,356,317,282",53,"59,278,423","1,945","1,615,299","103,152","50,000","1,715,510","5,000",12,18,30,39,41,42,19
2018,832,2018.11.10,9,"2,088,204,584",60,"52,205,115","2,137","1,465,750","102,312","50,000","1,706,379","5,000",13,14,19,26,40,43,30
2018,831,2018.11.3,16,"1,110,702,258",61,"48,555,290","2,660","1,113,486","117,332","50,000","1,849,959","5,000",3,10,16,19,31,39,9
2018,830,2018.10.27,9,"2,060,528,750",80,"38,634,915","2,142","1,442,948","106,206","50,000","1,764,071","5,000",5,6,16,18,37,38,17
2018,829,2018.10.20,8,"2,444,650,641",45,"72,434,094","1,837","1,774,379","94,679","50,000","1,637,836","5,000",4,5,31,35,43,45,29
2018,828,2018.10.13,13,"1,455,185,972",62,"50,853,274","1,968","1,602,085","100,644","50,000","1,704,198","5,000",4,7,13,29,31,39,18
2018,827,2018.10.6,15,"1,206,500,375",46,"65,570,673","2,113","1,427,474","106,164","50,000","1,761,371","5,000",5,11,12,29,33,44,14
2018,826,2018.9.29,9,"2,075,192,084",47,"66,229,535","2,232","1,394,619","108,626","50,000","1,755,153","5,000",13,16,24,25,33,36,42
2018,825,2018.9.22,12,"1,658,710,563",53,"62,592,852","2,249","1,475,065","113,070","50,000","1,850,484","5,000",8,15,21,31,33,38,42
2018,824,2018.9.15,15,"1,256,646,550",51,"61,600,322","2,106","1,491,746","105,359","50,000","1,745,566","5,000",7,9,24,29,34,38,26
2018,823,2018.9.8,9,"2,009,843,917",61,"49,422,392","2,348","1,283,972","112,065","50,000","1,795,737","5,000",12,18,24,26,39,40,15
2018,822,2018.9.1,3,"5,930,898,625",79,"37,537,334","2,153","1,377,357","108,789","50,000","1,735,565","5,000",9,18,20,24,27,36,12
2018,821,2018.8.25,14,"1,316,155,956",55,"55,836,920","2,100","1,462,396","101,082","50,000","1,687,355","5,000",1,12,13,24,29,44,16
2018,820,2018.8.18,4,"4,627,313,532",60,"51,414,595","1,987","1,552,530","99,433","50,000","1,644,326","5,000",10,21,22,30,35,42,6
2018,819,2018.8.11,7,"2,594,534,840",49,"61,774,640","1,981","1,527,995","97,667","50,000","1,638,089","5,000",16,25,33,38,40,45,15
2018,818,2018.8.4,13,"1,380,804,318",39,"76,711,351","1,845","1,621,541","90,205","50,000","1,490,497","5,000",14,15,25,28,29,30,3
2018,817,2018.7.28,9,"1,868,477,334",54,"51,902,149","2,068","1,355,279","105,276","50,000","1,718,171","5,000",3,9,12,13,25,43,34
2018,816,2018.7.21,8,"2,128,107,938",67,"42,350,407","2,064","1,374,747","102,402","50,000","1,675,799","5,000",12,18,19,29,31,39,7
2018,815,2018.7.14,7,"2,579,855,358",39,"77,175,161","1,703","1,767,371","92,977","50,000","1,596,140","5,000",17,21,25,26,27,36,4
2018,814,2018.7.7,6,"3,067,192,063",52,"58,984,463","1,833","1,673,319","93,837","50,000","1,585,777","5,000",2,21,28,38,42,45,30
2018,813,2018.6.30,4,"4,591,763,157",43,"71,190,127","1,800","1,700,654","89,323","50,000","1,548,384","5,000",11,30,34,35,42,44,27
2018,812,2018.6.23,6,"2,947,954,750",68,"43,352,276","1,976","1,491,880","100,498","50,000","1,693,074","5,000",1,3,12,14,16,43,10
2018,811,2018.6.16,7,"2,524,148,197",49,"60,098,767","2,151","1,369,057","104,155","50,000","1,703,788","5,000",8,11,19,21,36,45,25
2018,810,2018.6.9,8,"2,231,598,047",64,"46,491,626","2,053","1,449,325","100,608","50,000","1,672,013","5,000",5,10,13,21,39,43,11
2018,809,2018.6.2,6,"2,921,372,750",56,"52,167,371","2,179","1,340,695","104,350","50,000","1,703,714","5,000",6,11,15,17,23,40,39
2018,808,2018.5.26,6,"3,087,620,500",46,"67,122,185","1,962","1,573,711","95,319","50,000","1,597,761","5,000",15,21,31,32,41,43,24
2018,807,2018.5.19,7,"2,437,662,322",59,"48,202,363","2,319","1,226,365","108,300","50,000","1,749,855","5,000",6,10,18,25,34,35,33
2018,806,2018.5.12,7,"2,640,760,875",57,"54,050,662","1,850","1,665,345","91,180","50,000","1,561,838","5,000",14,20,23,31,37,38,27
2018,805,2018.5.5,4,"4,266,061,969",53,"53,661,157","2,075","1,370,623","105,602","50,000","1,700,112","5,000",3,12,13,18,31,32,42
2018,804,2018.4.28,11,"1,631,996,523",49,"61,061,095","2,048","1,460,935","100,907","50,000","1,659,443","5,000",1,10,13,26,32,36,9
2018,803,2018.4.21,5,"3,663,810,225",50,"61,063,504","2,094","1,458,059","102,413","50,000","1,657,869","5,000",5,9,14,26,30,43,2
2018,802,2018.4.14,16,"1,082,947,993",67,"43,102,408","2,207","1,308,501","107,980","50,000","1,814,300","5,000",10,11,12,18,24,42,27
2018,801,2018.4.7,8,"2,256,786,657",51,"59,000,959","1,999","1,505,278","97,006","50,000","1,618,941","5,000",17,25,28,37,43,44,2
2018,800,2018.3.31,11,"1,632,246,205",51,"58,675,518","2,179","1,373,315","110,956","50,000","1,801,924","5,000",1,4,10,12,28,45,26
2018,799,2018.3.24,10,"1,826,427,225",56,"54,357,954","2,242","1,357,737","107,519","50,000","1,725,236","5,000",12,17,23,34,42,45,33
2018,798,2018.3.17,7,"2,710,791,911",60,"52,709,843","2,124","1,488,979","98,988","50,000","1,653,851","5,000",2,10,14,22,32,36,41
2018,797,2018.3.10,8,"2,397,028,125",34,"94,001,103","1,868","1,710,941","97,900","50,000","1,641,334","5,000",5,22,31,32,39,45,36
2018,796,2018.3.3,7,"2,763,490,340",46,"70,088,524","1,921","1,678,331","96,701","50,000","1,643,069","5,000",1,21,26,36,40,41,5
2018,795,2018.2.24,11,"1,714,977,000",62,"50,711,686","2,423","1,297,617","111,043","50,000","1,825,105","5,000",3,10,13,26,34,38,36
2018,794,2018.2.17,7,"2,650,940,304",45,"68,728,082","2,607","1,186,331","116,809","50,000","1,877,646","5,000",6,7,18,19,30,38,13
2018,793,2018.2.10,5,"3,750,146,775",61,"51,231,514","2,043","1,529,674","98,216","50,000","1,635,392","5,000",10,15,21,35,38,43,31
2018,792,2018.2.3,7,"2,655,736,768",65,"47,667,071","1,958","1,582,411","99,185","50,000","1,684,675","5,000",2,7,19,25,29,36,16
2018,791,2018.1.27,14,"1,253,081,893",38,"76,943,625","2,410","1,213,219","102,931","50,000","1,713,102","5,000",2,10,12,31,33,42,32
2018,790,2018.1.20,16,"1,160,516,274",59,"52,452,713","2,417","1,280,394","113,336","50,000","1,812,992","5,000",3,8,19,27,30,41,12
2018,789,2018.1.13,15,"1,140,976,825",70,"40,749,173","2,437","1,170,473","118,089","50,000","1,868,863","5,000",2,6,7,12,19,45,38
2018,788,2018.1.6,13,"1,401,475,154",70,"43,378,993","2,257","1,345,384","112,504","50,000","1,828,701","5,000",2,10,11,19,35,39,29
2017,787,2017.12.30,6,"3,092,108,313",51,"60,629,575","2,339","1,321,979","114,842","50,000","1,863,599","5,000",5,6,13,16,27,28,9
2017,786,2017.12.23,4,"4,551,365,250",96,"31,606,704","2,064","1,470,080","103,000","50,000","1,708,226","5,000",12,15,16,20,24,30,38
2017,785,2017.12.16,6,"2,886,622,688",55,"52,484,049","1,972","1,463,805","100,062","50,000","1,678,240","5,000",4,6,15,25,26,33,40
2017,784,2017.12.9,9,"1,908,678,000",51,"56,137,589","2,257","1,268,506","115,089","50,000","1,699,421","5,000",3,10,23,24,31,39,22
2017,783,2017.12.2,4,"4,603,964,625",36,"85,258,605","1,869","1,642,221","90,899","50,000","1,532,640","5,000",14,15,16,17,38,45,36
2017,782,2017.11.25,9,"1,946,487,625",49,"59,586,356","2,047","1,426,347","96,821","50,000","1,585,617","5,000",6,18,31,34,38,45,20
2017,781,2017.11.18,9,"1,882,891,542",52,"54,314,180","1,967","1,435,861","102,959","50,000","1,699,786","5,000",11,16,18,19,24,39,43
2017,780,2017.11.11,11,"1,667,520,137",45,"67,936,006","1,681","1,818,632","92,630","50,000","1,605,516","5,000",15,17,19,21,27,45,16
2017,779,2017.11.4,11,"1,527,709,296",66,"42,436,370","2,503","1,118,978","114,464","50,000","1,751,447","5,000",6,12,19,24,34,41,4
2017,778,2017.10.28,3,"6,264,069,500",67,"46,746,788","1,731","1,809,379","92,126","50,000","1,575,045","5,000",6,21,35,36,37,41,11
2017,777,2017.10.21,21,"833,468,036",66,"44,199,063","2,413","1,208,926","111,938","50,000","1,766,635","5,000",6,12,17,21,34,37,18
2017,776,2017.10.14,7,"2,557,579,393",50,"59,676,853","2,001","1,491,176","102,081","50,000","1,687,650","5,000",8,9,18,21,28,40,20
2017,775,2017.10.7,5,"3,470,437,650",37,"78,163,011","1,719","1,682,392","91,297","50,000","1,539,325","5,000",11,12,29,33,38,42,17
2017,774,2017.9.30,11,"1,709,721,512",60,"52,241,491","1,956","1,602,500","101,524","50,000","1,704,279","5,000",12,15,18,28,34,42,9
2017,773,2017.9.23,11,"1,609,403,080",58,"50,871,937","2,094","1,409,061","104,474","50,000","1,690,404","5,000",8,12,19,21,31,35,44
2017,772,2017.9.16,10,"1,769,608,838",53,"55,648,077","2,027","1,455,032","103,023","50,000","1,688,350","5,000",5,6,11,14,21,41,32
2017,771,2017.9.9,4,"4,362,644,907",49,"59,355,714","2,054","1,415,984","102,013","50,000","1,680,976","5,000",6,10,17,18,21,29,30
2017,770,2017.9.2,8,"2,163,099,329",75,"38,455,100","2,302","1,252,882","108,450","50,000","1,717,526","5,000",1,9,12,23,39,43,34
2017,769,2017.8.26,9,"1,930,760,042",55,"52,657,093","1,962","1,476,117","99,272","50,000","1,660,799","5,000",5,7,11,16,41,45,4
2017,768,2017.8.19,13,"1,363,572,260",53,"55,743,521","1,849","1,597,841","93,126","50,000","1,572,387","5,000",7,27,29,30,38,44,4
2017,767,2017.8.12,15,"1,163,768,725",46,"63,248,301","1,905","1,527,256","92,437","50,000","1,549,115","5,000",5,15,20,31,34,42,22
2017,766,2017.8.5,8,"2,173,637,297",41,"70,687,392","1,734","1,671,386","85,422","50,000","1,458,764","5,000",9,30,34,35,39,41,21
2017,765,2017.7.29,15,"1,109,214,250",54,"51,352,512","2,121","1,307,419","101,653","50,000","1,643,849","5,000",1,3,8,12,42,43,33
2017,764,2017.7.22,7,"2,459,975,465",44,"65,226,623","1,908","1,504,178","90,896","50,000","1,530,979","5,000",7,22,24,31,34,36,15
2017,763,2017.7.15,8,"2,138,130,000",45,"63,352,000","2,019","1,412,006","94,176","50,000","1,562,106","5,000",3,8,16,32,34,43,10
2017,762,2017.7.8,10,"1,631,432,063",53,"51,302,896","2,044","1,330,261","103,406","50,000","1,671,344","5,000",1,3,12,21,26,41,16
2017,761,2017.7.1,7,"2,392,730,518",52,"53,683,057","2,139","1,305,058","101,503","50,000","1,660,130","5,000",4,7,11,24,42,45,30
2017,760,2017.6.24,8,"2,253,299,391",45,"66,764,427","1,749","1,717,782","89,221","50,000","1,520,831","5,000",10,22,27,31,42,43,12
2017,759,2017.6.17,6,"3,032,670,500",44,"68,924,330","1,761","1,722,130","88,543","50,000","1,525,518","5,000",9,33,36,40,42,43,32
2017,758,2017.6.10,8,"2,078,969,954",63,"43,999,365","2,170","1,277,401","106,121","50,000","1,680,080","5,000",5,9,12,30,39,43,24
2017,757,2017.6.3,21,"739,839,858",68,"38,079,993","2,657","974,573","117,353","50,000","1,788,667","5,000",6,7,11,17,33,44,1
2017,756,2017.5.27,5,"3,414,434,700",53,"53,686,081","1,866","1,524,846","94,800","50,000","1,598,715","5,000",10,14,16,18,27,28,4
2017,755,2017.5.20,8,"2,214,427,266",54,"54,677,217","1,845","1,600,309","89,745","50,000","1,508,502","5,000",13,14,26,28,30,36,37
2017,754,2017.5.13,5,"3,427,542,000",50,"57,125,700","1,856","1,538,947","93,279","50,000","1,573,739","5,000",2,8,17,24,29,31,32
2017,753,2017.5.6,6,"2,711,105,063",58,"46,743,191","1,934","1,401,813","97,566","50,000","1,578,072","5,000",2,17,19,24,37,41,3
2017,752,2017.4.29,9,"1,870,358,834",75,"37,407,177","2,036","1,377,966","102,477","50,000","1,646,451","5,000",4,16,20,33,40,43,7
2017,751,2017.4.22,8,"2,097,968,110",69,"40,540,447","2,210","1,265,743","102,632","50,000","1,651,438","5,000",3,4,16,20,28,44,17
2017,750,2017.4.15,7,"2,522,104,286",44,"66,873,978","1,779","1,653,994","93,135","50,000","1,585,532","5,000",1,2,15,19,24,36,12
2017,749,2017.4.8,13,"1,350,104,395",64,"45,706,660","1,985","1,473,666","95,573","50,000","1,589,197","5,000",12,14,24,26,34,45,41
2017,748,2017.4.1,9,"1,928,246,542",59,"49,023,218","1,937","1,493,222","99,448","50,000","1,652,756","5,000",3,10,13,22,31,32,29
2017,747,2017.3.25,9,"1,903,214,584",59,"48,386,812","2,217","1,287,696","105,307","50,000","1,713,003","5,000",7,9,12,14,23,28,17
2017,746,2017.3.18,9,"2,038,623,709",58,"52,723,027","1,904","1,606,059","94,197","50,000","1,589,291","5,000",3,12,33,36,42,45,25
2017,745,2017.3.11,20,"746,822,982",110,"22,631,000","3,692","674,272","141,918","50,000","1,955,276","5,000",1,2,3,9,12,23,10
2017,744,2017.3.4,15,"1,155,411,575",61,"47,352,934","2,779","1,039,414","109,229","50,000","1,636,793","5,000",10,15,18,21,34,41,43
2017,743,2017.2.25,7,"2,608,641,000",46,"66,161,185","1,982","1,535,527","91,886","50,000","1,555,362","5,000",15,19,21,34,41,44,10
2017,742,2017.2.18,16,"1,111,814,813",44,"67,382,716","1,986","1,492,870","98,348","50,000","1,658,556","5,000",8,10,13,36,37,40,6
2017,741,2017.2.11,6,"3,043,595,938",55,"55,338,108","1,829","1,664,077","95,007","50,000","1,619,435","5,000",5,21,27,34,44,45,16
2017,740,2017.2.4,18,"936,929,792",43,"65,367,195","2,447","1,148,668","115,722","50,000","1,864,169","5,000",4,8,9,16,17,19,31
2017,739,2017.1.28,4,"4,744,122,282",45,"70,283,294","1,942","1,628,604","101,983","50,000","1,719,739","5,000",7,22,29,33,34,35,30
2017,738,2017.1.21,11,"1,634,191,091",48,"62,417,021","1,640","1,826,840","88,050","50,000","1,502,685","5,000",23,27,28,38,42,43,36
2017,737,2017.1.14,4,"4,283,061,000",48,"59,486,959","1,937","1,474,122","94,183","50,000","1,567,166","5,000",13,15,18,24,27,41,11
2017,736,2017.1.7,5,"3,397,362,225",54,"52,428,430","2,250","1,258,283","107,357","50,000","1,747,634","5,000",2,11,17,18,21,27,6
2016,735,2016.12.31,10,"1,847,231,588",50,"61,574,387","2,269","1,356,862","107,013","50,000","1,752,740","5,000",5,10,13,27,37,41,4
2016,734,2016.12.24,9,"1,949,395,500",36,"81,224,813","1,758","1,663,307","92,514","50,000","1,542,069","5,000",6,16,37,38,41,45,18
2016,733,2016.12.17,4,"4,016,725,125",57,"46,979,242","1,966","1,362,064","101,369","50,000","1,633,952","5,000",11,24,32,33,35,40,13
2016,732,2016.12.10,7,"2,203,270,608",45,"57,121,831","2,061","1,247,202","104,583","50,000","1,705,993","5,000",2,4,5,17,27,32,43
2016,731,2016.12.3,7,"2,340,471,054",45,"60,678,880","1,908","1,431,106","96,083","50,000","1,594,258","5,000",2,7,13,25,42,45,39
2016,730,2016.11.26,8,"2,017,382,110",45,"59,774,285","1,741","1,544,999","88,791","50,000","1,501,752","5,000",4,10,14,15,18,22,39
2016,729,2016.11.19,4,"4,198,250,719",35,"79,966,681","1,875","1,492,712","89,560","50,000","1,504,682","5,000",11,17,21,26,36,45,16
2016,728,2016.11.12,5,"3,243,464,400",56,"48,265,840","1,869","1,446,168","94,693","50,000","1,559,062","5,000",3,6,10,30,34,37,36
2016,727,2016.11.5,14,"1,115,107,742",87,"29,907,105","2,064","1,260,620","99,271","50,000","1,600,135","5,000",7,8,10,19,21,31,20
2016,726,2016.10.29,14,"1,166,872,634",56,"48,619,694","2,099","1,297,143","96,718","50,000","1,556,425","5,000",1,11,21,23,34,44,24
2016,725,2016.10.22,11,"1,579,217,250",47,"61,600,673","1,795","1,612,943","88,359","50,000","1,504,907","5,000",6,7,19,21,41,43,38
2016,724,2016.10.15,12,"1,427,789,813",55,"51,919,630","1,833","1,557,873","90,083","50,000","1,528,970","5,000",2,8,33,35,37,41,14
2016,723,2016.10.8,8,"2,114,365,360",40,"70,478,846","1,777","1,586,469","85,141","50,000","1,412,967","5,000",20,30,33,35,36,44,22
2016,722,2016.10.1,4,"4,365,422,719",46,"63,266,996","1,688","1,724,101","84,912","50,000","1,439,078","5,000",12,14,21,30,39,43,45
2016,721,2016.9.24,8,"2,273,767,360",40,"75,792,246","1,607","1,886,553","84,770","50,000","1,464,353","5,000",1,28,35,41,43,44,31
2016,720,2016.9.17,14,"1,233,770,358",37,"77,805,338","1,778","1,619,122","88,260","50,000","1,505,233","5,000",1,12,29,34,36,37,41
2016,719,2016.9.10,9,"1,879,581,334",58,"48,609,863","2,020","1,395,729","99,906","50,000","1,627,784","5,000",4,8,13,19,20,43,26
2016,718,2016.9.3,17,"926,166,464",64,"41,002,162","2,404","1,091,572","114,614","50,000","1,595,315","5,000",4,11,20,23,32,39,40
2016,717,2016.8.27,6,"2,702,433,688",47,"57,498,590","1,974","1,369,015","96,836","50,000","1,567,530","5,000",2,11,19,25,28,32,44
2016,716,2016.8.20,12,"1,358,752,157",35,"77,642,981","1,743","1,559,096","88,628","50,000","1,469,730","5,000",2,6,13,16,29,30,21
2016,715,2016.8.13,6,"2,605,510,438",61,"42,713,286","1,873","1,391,090","90,747","50,000","1,503,174","5,000",2,7,27,33,41,44,10
2016,714,2016.8.6,7,"2,085,131,733",46,"52,883,776","2,029","1,198,943","96,576","50,000","1,551,993","5,000",1,7,22,33,37,40,20
2016,713,2016.7.30,9,"1,714,720,917",50,"51,441,628","1,791","1,436,115","87,920","50,000","1,470,125","5,000",2,5,15,18,19,23,44
2016,712,2016.7.23,4,"4,034,485,125",47,"57,226,740","1,727","1,557,416","86,066","50,000","1,449,521","5,000",17,20,30,31,33,45,19
2016,711,2016.7.16,7,"2,277,413,358",44,"60,385,961","1,865","1,424,656","89,898","50,000","1,465,123","5,000",11,15,24,35,37,45,42
2016,710,2016.7.9,5,"2,895,441,150",57,"42,331,011","1,990","1,212,497","102,058","50,000","1,627,229","5,000",3,4,9,24,25,33,10
2016,709,2016.7.2,14,"1,165,271,625",44,"61,794,708","1,696","1,603,165","82,305","50,000","1,385,853","5,000",10,18,30,36,39,44,32
2016,708,2016.6.25,4,"4,099,552,219",52,"52,558,362","1,712","1,596,399","86,091","50,000","1,446,865","5,000",2,10,16,19,34,45,1
2016,707,2016.6.18,12,"1,322,167,313",74,"35,734,252","2,006","1,318,213","94,281","50,000","1,507,647","5,000",2,12,19,24,39,44,35
2016,706,2016.6.11,4,"3,831,746,063",51,"50,088,184","2,108","1,211,811","95,376","50,000","1,531,393","5,000",3,4,6,10,28,30,37
2016,705,2016.6.4,4,"3,987,206,532",49,"54,247,708","1,805","1,472,653","87,931","50,000","1,453,654","5,000",1,6,17,22,28,45,23
2016,704,2016.5.28,4,"3,865,190,344",47,"54,825,395","1,906","1,351,938","95,021","50,000","1,519,932","5,000",1,4,8,23,33,42,45
2016,703,2016.5.21,5,"3,235,784,100",51,"52,872,290","1,719","1,568,637","84,194","50,000","1,416,580","5,000",10,28,31,33,41,44,21
2016,702,2016.5.14,11,"1,465,091,387",46,"58,391,324","1,819","1,476,636","88,043","50,000","1,443,954","5,000",3,13,16,24,26,29,9
2016,701,2016.5.7,10,"1,583,183,175",40,"65,965,966","1,659","1,590,500","81,917","50,000","1,404,422","5,000",3,10,14,16,36,38,35
2016,700,2016.4.30,8,"2,082,099,188",41,"67,710,543","1,562","1,777,294","82,874","50,000","1,414,076","5,000",11,23,28,29,30,44,13
2016,699,2016.4.23,8,"1,995,411,375",50,"53,210,970","1,799","1,478,905","90,504","50,000","1,512,397","5,000",4,5,8,16,21,29,3
2016,698,2016.4.16,8,"1,921,084,125",48,"53,363,448","2,088","1,226,746","97,965","50,000","1,550,364","5,000",3,11,13,21,33,37,18
2016,697,2016.4.9,10,"1,531,443,038",90,"28,360,057","1,940","1,315,673","99,698","50,000","1,615,786","5,000",2,5,8,11,33,39,31
2016,696,2016.4.2,10,"1,632,054,413",44,"61,820,243","1,721","1,580,530","90,020","50,000","1,501,952","5,000",1,7,16,18,34,38,21
2016,695,2016.3.26,11,"1,450,214,830",66,"40,283,746","1,979","1,343,471","95,436","50,000","1,558,885","5,000",4,18,26,33,34,38,14
2016,694,2016.3.19,10,"1,555,036,388",78,"33,227,274","2,286","1,133,739","102,474","50,000","1,581,822","5,000",7,15,20,25,33,43,12
2016,693,2016.3.12,10,"1,642,763,813",43,"63,673,016","1,692","1,618,168","87,017","50,000","1,484,420","5,000",1,6,11,28,34,42,30
2016,692,2016.3.5,7,"2,301,273,697",44,"61,018,621","1,770","1,516,848","87,763","50,000","1,465,709","5,000",3,11,14,15,32,36,44
2016,691,2016.2.27,6,"2,839,296,750",31,"91,590,218","1,708","1,662,352","86,063","50,000","1,455,528","5,000",15,27,33,35,43,45,16
2016,690,2016.2.20,15,"1,126,507,625",34,"82,831,444","1,772","1,589,317","87,970","50,000","1,528,472","5,000",24,25,33,34,38,39,43
2016,689,2016.2.13,7,"2,321,775,911",44,"61,562,241","1,809","1,497,368","90,296","50,000","1,509,073","5,000",7,17,19,30,36,38,34
2016,688,2016.2.6,9,"1,967,536,750",53,"55,685,003","2,107","1,400,715","97,676","50,000","1,610,713","5,000",5,15,22,23,34,35,2
2016,687,2016.1.30,6,"2,720,029,313",38,"71,579,719","1,780","1,528,107","91,404","50,000","1,538,380","5,000",1,8,10,13,28,42,45
2016,686,2016.1.23,8,"1,937,531,719",36,"71,760,435","1,863","1,386,676","91,027","50,000","1,483,730","5,000",7,12,15,24,25,43,13
2016,685,2016.1.16,11,"1,494,367,671",52,"52,686,040","1,910","1,434,385","95,302","50,000","1,576,169","5,000",6,7,12,28,38,40,18
2016,684,2016.1.9,9,"1,688,815,709",62,"40,858,445","1,968","1,287,208","98,607","50,000","1,623,161","5,000",1,11,15,17,25,39,40
2016,683,2016.1.2,16,"1,010,930,883",45,"59,907,016","2,704","996,974","117,974","50,000","1,700,964","5,000",6,13,20,27,28,40,15
2015,682,2015.12.26,4,"4,063,713,563",56,"48,377,543","1,851","1,463,611","87,618","50,000","1,464,978","5,000",17,23,27,35,38,43,2
2015,681,2015.12.19,6,"2,696,328,938",37,"72,873,756","1,441","1,871,152","73,062","50,000","1,282,079","5,000",21,24,27,29,43,44,7
2015,680,2015.12.12,14,"1,110,570,563",44,"58,893,894","1,870","1,385,739","86,441","50,000","1,413,980","5,000",4,10,19,29,32,42,30
2015,679,2015.12.5,5,"2,863,005,600",54,"44,182,186","1,829","1,304,450","91,171","50,000","1,493,041","5,000",3,5,7,14,26,34,35
2015,678,2015.11.28,6,"2,288,490,188",41,"55,816,834","1,855","1,233,688","93,305","50,000","1,494,095","5,000",4,5,6,12,25,37,45
2015,677,2015.11.21,8,"1,921,114,407",37,"69,229,348","1,701","1,505,871","79,827","50,000","1,330,115","5,000",12,15,24,36,41,44,42
2015,676,2015.11.14,8,"1,879,726,500",63,"39,782,572","1,665","1,505,287","83,276","50,000","1,371,921","5,000",1,8,17,34,39,45,27
2015,675,2015.11.7,4,"3,514,549,032",65,"36,046,657","1,806","1,297,361","88,118","50,000","1,415,830","5,000",1,8,11,15,18,45,7
2015,674,2015.10.31,8,"1,770,565,500",48,"49,182,375","1,846","1,278,849","89,646","50,000","1,465,031","5,000",9,10,14,25,27,31,11
2015,673,2015.10.24,10,"1,491,453,300",35,"71,021,586","1,864","1,333,560","88,838","50,000","1,450,769","5,000",7,10,17,29,33,44,5
2015,672,2015.10.17,9,"1,754,745,000",46,"57,219,946","1,629","1,615,788","80,167","50,000","1,341,175","5,000",8,21,28,31,36,45,43
2015,671,2015.10.10,4,"3,722,322,844",48,"51,698,929","1,778","1,395,697","90,364","50,000","1,519,963","5,000",7,9,10,13,31,35,24
2015,670,2015.10.3,12,"1,191,725,219",39,"61,114,114","2,145","1,111,166","92,680","50,000","1,483,948","5,000",11,18,26,27,40,41,25
2015,669,2015.9.26,6,"2,708,173,188",52,"52,080,254","1,949","1,389,520","93,078","50,000","1,531,364","5,000",7,8,20,29,33,38,9
2015,668,2015.9.19,5,"2,991,158,625",56,"44,511,290","1,873","1,330,824","89,414","50,000","1,452,289","5,000",12,14,15,24,27,32,3
2015,667,2015.9.12,7,"2,228,764,393",40,"65,005,629","1,543","1,685,176","81,344","50,000","1,368,363","5,000",15,17,25,37,42,43,13
2015,666,2015.9.5,6,"2,396,901,063",47,"50,997,895","1,947","1,231,074","93,631","50,000","1,493,940","5,000",2,4,6,11,17,28,16
2015,665,2015.8.29,4,"3,643,230,375",30,"80,960,675","1,790","1,356,883","87,227","50,000","1,430,205","5,000",5,6,11,17,38,44,13
2015,664,2015.8.22,10,"1,536,801,338",44,"58,212,172","1,530","1,674,076","77,395","50,000","1,320,082","5,000",10,20,33,36,41,44,5
2015,663,2015.8.15,7,"2,080,244,143",60,"40,449,192","1,627","1,491,673","84,092","50,000","1,386,028","5,000",3,5,8,19,38,42,20
2015,662,2015.8.8,8,"1,689,733,688",43,"52,394,844","1,787","1,260,761","88,493","50,000","1,426,759","5,000",5,6,9,11,15,37,26
2015,661,2015.8.1,8,"1,713,025,547",63,"36,254,509","1,830","1,248,107","87,840","50,000","1,426,883","5,000",2,3,12,20,27,38,40
2015,660,2015.7.25,10,"1,421,272,575",48,"49,349,743","1,951","1,214,141","88,247","50,000","1,408,802","5,000",4,9,23,33,39,44,14
2015,659,2015.7.18,11,"1,336,604,216",40,"61,261,027","1,765","1,388,352","85,028","50,000","1,396,789","5,000",7,18,19,27,29,42,45
2015,658,2015.7.11,9,"1,634,031,375",38,"64,501,239","1,678","1,460,696","82,738","50,000","1,364,069","5,000",8,19,25,28,32,36,37
